adult,belongs_to_collection,budget,genres,homepage,tmdb_id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,193450,tt0059692,en,Second Fiddle to a Steel Guitar,"In this musical gem, big-hearted Jubal Bristol (Arnold Stang) takes it upon himself to mount a country and western benefit concert after the opera company that his wife (Pamela Hayes) booked suddenly backs out. Along with country icons Minnie Pearl, Dottie West, Connie Smith and Faron Young, the film features great tunes such as ""Born to Lose,"" ""Abilene"" and ""Young Love."" Huntz Hall and Leo Gorcey (of Bowery Boys fame) portray stagehands.",0.037052,/jkDzR3ZlocFXyuYyK6fZNjOjuPE.jpg,[],[],1966-12-29,0,107.0,[],Released,,Second Fiddle to a Steel Guitar,False,0.0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,27925,tt0084696,ru,Slyozy Kapali,"Once an evil inventor created a mirror, ""in which everything that was kind and good disappeared, and everything that was bad and obscene was reflected and seemed even worse"". The students of the evil professor did a lot of evil with the mirror and finally tried to get it up to heaven, but the mirror fell and shattered into millions of tiny pieces. The person in whose eye fell a piece of the mirror began to see in everything foolishness, and life for him became unbearable. This is what happened to Pavel Ivanovich, so now his life is changing drastically.",0.556977,/8cNpl1sNt3jK1xUYZPKO3MmY3ha.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1982-01-01,0,89.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Tears Were Falling,False,3.1,4
False,,0,"[{'id': 37, 'name': 'Western'}]",,175386,tt0039260,en,Cheyenne,A gambler is determined to capture the outlaw bandit responsible for a series of stagecoach robberies. Director Raoul Walsh's 1947 western stars Dennis Morgan and Jane Wyman.,0.382681,/57zUuw2dQQBUTEwE0hvLdZRIeYZ.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1947-06-06,0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,LOVE AND ACTION RIDE HAND-IN-HAND!,Cheyenne,False,0.0,0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}]",,23381,tt0816258,te,Pokiri,"Pandu (Mahesh Babu) is a ruthless mafia man who kills anybody for money. He falls in love with Sruthi (Ileana) at the very first sight. Sruthi too loves Pandu, but hesitates to confess her love to him as he is a reckless criminal. Though a goon, Pandu has certain rigid principles that leads for an enmity with Ali (Prakash Raj) - the biggest mafia don in the town. The rest of the story is all about how he settles score with Ali.",0.631275,/92nwCPbcMzTi8PGB82JU7EFCiaG.jpg,"[{'name': 'Vaishno Academy', 'id': 55352}, {'name': 'Indira Productions', 'id': 55353}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2006-04-27,0,163.0,"[{'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,,Pokiri,False,6.5,8
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 99, 'name': 'Documentary'}]",,234652,tt2430084,en,I Heart Monster Movies,Documentary about horror fans,0.192983,/o2lwCq8zpLRv3ygy93hZ9H34exa.jpg,"[{'name': 'Trionic Entertainment', 'id': 18131}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-10-12,0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,I Heart Monster Movies,False,0.0,0
False,,346500,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.facebook.com/Tuhog2013,210234,tt3044782,en,Tuhog,"Due to a road rage between two buses, an accident occurs which puts the lives of its passengers in jeopardy. But the ones greatly affected by such event are a middle-aged woman named Fiesta (Eugene Domingo), an old and retired family patriarch Tonio (Leo Martinez), and a lad named Caloy (Enchong Dee). These three people are pierced through a single steel bar – a dangerous situation that even their doctors find hard to solve. But even before this unfortunate circumstance, these three have their share of ill-fated lives.",0.669257,/jobwSP9jPffKPQJBRHo6eNYGWac.jpg,"[{'name': 'Star Cinema Productions', 'id': 10417}, {'name': 'Skylight Films', 'id': 12706}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2013-07-16,0,105.0,"[{'iso_639_1': 'tl', 'name': ''}]",Released,,Skewered,False,5.0,1
False,,802000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,27017,tt0034746,en,For Me and My Gal,"Set during WW I, Palmer and Hayden team up as vaudeville artists. Harry Palmer deliberately injures his hand to avoid being drafted to the army. Later, he makes up for this. WW I patriotism for a WW II audience, very sentimental, great musical episodes and songs.",6.165341,/gJrm2rg2sCnO9oKxdcBVH9a6wkj.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1942-10-21,4371000,104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,She's a Yankee Doodle Girlie !,For Me and My Gal,False,6.2,12
False,,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",,792,tt0091763,en,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",18.206972,/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Hemdale Film Corporation', 'id': 469}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-12-18,138530565,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,The first casualty of war is innocence.,Platoon,False,7.5,1236
False,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,40897,tt0130377,ja,座頭市千両首,"Ichi travels to the village of Itakura to pay his respects at the grave of Kichizo, a man he killed two years ago. When some tax money is stolen while in transit to the governor he is accused and sets out to find the money and clear his name.",0.860258,/7AJD46hbaU47ScV5Oe8hX5OmEw7.jpg,"[{'name': 'Daiei Motion Picture Company', 'id': 3214}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1964-03-14,0,83.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Zatôichi and the Chest of Gold,False,6.6,11
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,203720,tt0129562,ru,Vozmezdie,"The continuation of a story started by Alexander Stolper epic movie ""Zhivye i Myortvye"".",0.156708,/mForZbOZld7rTzdLPXKDWxu6Y67.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1967-06-06,0,126.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Retribution,False,2.0,1
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,332936,tt3266948,en,Any Day,"Following his release from prison, an ex-fighter meets a woman who helps him put his life back together.",5.415548,/zerBCSeJmZ1nms75tck4nkvQHAN.jpg,"[{'name': 'Jaguar Entertainment', 'id': 50110}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-03-27,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Never give up.,Any Day,False,5.1,10
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,50392,tt0460808,en,Ghost Son,"""Ghost Son"" takes place in South Africa. A married couple Stacey and Mark live on the farm with their black teenage maid. Mark and Stacey love each other deeply. Unfortunately Mark dies in a tragic truck accident.Stacey returns to the farm and decides to remain there since she feels close to Mark.She is also carrying Mark's baby. After delivering the baby Stacey quickly becomes sure that her infant son is possessed by Mark's spirit. The evil force tries to kill Stacey to bring her to Mark.",0.783219,/9TuQHjBIcQz6jLMw0TIyuLnhusC.jpg,"[{'name': 'Moviworld', 'id': 44948}, {'name': 'Star Edizioni Cinematografiche', 'id': 68721}, {'name': 'Camarote Films', 'id': 68723}, {'name': 'A.E. Media Corporation', 'id': 68724}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2007-04-05,0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Ghost Son,False,3.5,6
False,,0,"[{'id': 53, 'name': 'Thriller'}]",,36138,tt1282156,fr,Une affaire d'état,"A plane explodes above the Gulf of Guinea. An escort girl is murdered in a Parisian park. Thousands of miles separate these two events, and yet Nora Chahyd, believes there's a connection between them, much to his superiors chagrin. As Nora investigates, getting dangerously close to the powers that be, the murders and betrayals accumulate, and signs point to a state affair at the heart of it all.",1.16594,/ql8elH8kkTZw1a0n3XO7DEyplx2.jpg,"[{'name': 'Studio 37', 'id': 2577}, {'name': 'Les Chauves-Souris', 'id': 22433}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2009-11-25,0,99.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,State Affairs,False,6.0,7
False,"{'id': 256296, 'name': 'Silent Night, Deadly Night Collection', 'poster_path': '/4FqLNnITkZza1QKyTd5nprion1y.jpg', 'backdrop_path': '/wZM7UP8tdoZLHUgV4Lj5ixSqKSB.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,139455,tt2347497,en,Silent Night,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,7.601525,/89xmDaISJ3igcAm582itRReuePq.jpg,"[{'name': 'Buffalo Gal Pictures', 'id': 11517}, {'name': 'Ember Productions', 'id': 18949}, {'name': 'The Genre Co.', 'id': 18950}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-11-30,14567,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He Knows Who's Been Naughty,Silent Night,False,4.8,71
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,33457,tt0291376,hi,नायक,"TV reporter Shivajirao gets a chance to be the Chief Minister of Maharashtra for a day, after being challenged by incumbent Chief Minister Balraj Chauhan. After his successful one-day stint, he attempts to get back to his normal life, but it is not as easy as he thought it to be, with the lives of his near and dear ones now in danger on account of his honesty.",1.394925,/uJXhvrmk143NQkKfjzgpJooheLY.jpg,"[{'name': 'Sri Surya Films', 'id': 5298}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2001-09-07,0,187.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Nayak: The Real Hero,False,6.5,17
False,,65000000,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.mgm.com/view/Movie/2394/Red%20Dawn%20%282010%29/,60747,tt1234719,en,Red Dawn,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky - shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters. Taking inspiration from their high school mascot, they call themselves the Wolverines, banding together to protect one another, liberate their town from its captors, and take back their freedom.",5.627787,/aHdxKDX36NOEYE2NyAyP7ThuAcm.jpg,"[{'name': 'Contrafilm', 'id': 1836}, {'name': 'FilmDistrict', 'id': 7263}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-11-21,44806783,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Welcome To the Home of the Brave,Red Dawn,False,5.3,573
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,449863,tt6601954,es,Cantábrico: Los dominios del oso pardo,,0.436657,/r945YP5gtGetm8CIQnBRueMfYKf.jpg,"[{'name': 'Wanda Films', 'id': 7529}, {'name': 'Bitis', 'id': 92710}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2017-03-31,0,,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Cantábrico: Los dominios del oso pardo,False,8.0,2
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]",,24563,tt0060672,en,Mars Needs Women,Tommy Kirk leads his fellow Martians to Earth on an interplanetary quest for females. Kirk proves that Martians have impeccable taste when one of his first conquests turns out to be sexy scientist Yvonne Craig.,0.482867,/dnTHZUgEJZiFtHZGUXBiRCWze6d.jpg,"[{'name': 'Azalea Pictures', 'id': 4335}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-01-01,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mars Needs Women,False,3.4,5
False,"{'id': 259398, 'name': 'Teenage Apocalypse Trilogy', 'poster_path': '/kSLUbpxgcHErkaUc0nB193Nph6Y.jpg', 'backdrop_path': '/3pzDZR85GPgdC6b4HwHqzqeEDfB.jpg'}",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,1811,tt0119809,en,Nowhere,"The third film in a trilogy by writer-director Gregg Araki. Described as ""90210 on acid"", the film tells the story of a day in the lives of a group of high school kids in Los Angeles and the strange lives they lead.",3.324489,/9CaVnvBRbzsM7mcJoIMncpHSBBN.jpg,"[{'name': 'Desperate Pictures', 'id': 1474}, {'name': 'UGC Images', 'id': 1475}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1997-05-09,27354,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Let the love feast begin.,Nowhere,False,6.3,27
False,,0,[],,46804,tt0145929,cs,Návrat idiota,"Frantisek, the main character is returning to his family. Until now he's been, ""successfully"" avoiding all relationships. He is an ingenuous and a pure person and thus, is regarded as an idiot. He becomes involved in various love and family conflicts. It is because he hasn't experienced much of the ""real"" life that he is able to perceive human relationships in their genuineness.",0.21384,/A2dkRZbXcUzBPVqoMkhz1mnkIrn.jpg,"[{'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Česká televize', 'id': 5928}, {'name': 'Negativ s.r.o.', 'id': 6106}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'Cinemasound', 'id': 14778}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1999-02-25,0,100.0,"[{'iso_639_1': 'cs', 'name': 'Český'}]",Released,,The Idiot Returns,False,6.6,5
False,,0,"[{'id': 27, 'name': 'Horror'}]",,115909,tt0089752,en,Otra vuelta de tuerca,"Spanish version of  Henry James' classic tale ""Turn of the Screw"".",0.149945,/djOz2YtFNMXz8707eYRYopraGND.jpg,"[{'name': 'Etb (Euskal Telebista)', 'id': 7343}, {'name': 'Gaurko Filmeak', 'id': 37536}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",1985-10-10,0,119.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Turn of the Screw,False,6.7,3
False,,3500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]",,19312,tt0433883,en,The Black Hole,"It's 2 A.M. in St. Louis when a routine scientific experiment goes terribly wrong and an explosion shakes the city. A scientific team investigates, clashing with an intergalactic, voltage-devouring creature that vaporizes them.",1.992289,/9Y0uuPVDsE8AePwXg2gATWGFKxS.jpg,"[{'name': 'nu image films', 'id': 3575}, {'name': 'Active Entertainment', 'id': 10345}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG III', 'id': 10885}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-06-10,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,No force from this world can stop it!,The Black Hole,False,3.4,15
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,33729,tt0056940,en,Come Blow Your Horn,The story of a young man's decision to leave the home of his parents for the bachelor pad of his older brother who leads a swinging '60s lifestyle.,0.911508,/b5YVP5Kncb6colRZoMwe5EtnT2t.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Essex Productions', 'id': 14154}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-06-05,0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"I tell ya, chum...laughs it is!",Come Blow Your Horn,False,5.0,3
False,"{'id': 263193, 'name': ""Charlotte's Web Collection"", 'poster_path': '/7sg3elvEwetbPtTbMwr9IuegAtD.jpg', 'backdrop_path': '/1FanC71rFOOJukt95FedjAI5iBk.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,15171,tt0070016,en,Charlotte's Web,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",7.574372,/eLq5bed09bkNVjUfknlbSil2cfR.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Hanna-Barbera Productions', 'id': 1353}, {'name': 'Sagittarius Productions', 'id': 18170}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-03-01,0,94.0,[],Released,That humble radiant terrific book is now a humble radiant terrific movie.,Charlotte's Web,False,6.2,100
